id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,fb_ads_active,fb_ads_creative_count,fb_ads_earliest_seen,google_ads_active,google_ads_creative_count,google_ads_days_active,google_ads_advertiser_name,priority,priority_score,created_at,top_pain_review
221,6,Diamond Green Energy,HVAC engineers,,,"Unit 4, Apex Centre, Speedfields, Portsmouth, Fareham PO14 1TP",https://www.diamondgreen.energy/,diamondgreen.energy,01329 234111,ChIJPZGA93FodEgRVeTR7EaNgcI,4.8,100,"SIMM, Ian John",07512244,0,1,50,1601535600,1,21,,Diamond Gas & Heating LTD,A,85,2026-08-09T13:24:40.038917+00:00,"We went with diamond green energy over a couple of other companies because of their attitude towards customer care, their promotional blurb states this as being the reason they started the company in ..."
216,6,Aqua Cooling Ltd,HVAC engineers,,,"Industrial Estate, Unit 6 Brickfield Ln, Chandler's Ford, Eastleigh SO53 4DP",https://www.aquacooling.co.uk/,aquacooling.co.uk,0333 004 4433,ChIJAyK-d6hvdEgRKXhnf1setJg,4.7,43,"DAVIES, Ben Duncan",13262716,0,1,6,1752822000,1,98,,Aqua Cooling Solutions,A,82,2026-08-09T13:24:40.038292+00:00,BE WARNED ❌⛔️ - awful company will not deliver within the given time frame. Do not I repeat DO NOT trust and sign anything with them until you have your delivery. They will not deliver for months and ...
223,6,Neater Heat,HVAC engineers,,,"6, Beechnut Industrial Estate, Beechnut Rd, Aldershot GU12 4JA",https://www.neaterheat.co.uk/,neaterheat.co.uk,01252 338078,ChIJOadq27AsdEgRvonlXjBvZnY,4.9,540,"TILBURY, Lee",10124412,0,1,50,1599807600,1,5,,Neater Heat Ltd,B,65,2026-08-09T13:24:40.039042+00:00,
230,6,Roost Heating,HVAC engineers,,,"Unit 8, Suite 3, Four Dells Farm, Poles Ln, Winchester SO21 2DY",https://www.roostheating.co.uk/,roostheating.co.uk,01962 217917,ChIJs9lOBUxzdEgR84UFV7_MtvI,5.0,254,"VIJAYAKUMAR, Ajithkumar",17158915,0,1,19,1755327600,1,1,,Roost Heating,B,65,2026-08-09T13:24:40.039381+00:00,
224,6,ProtoCool Ltd - Cooling and Heating Services,HVAC engineers,,,"Unit 1, Comet House, Calleva Park, Reading, RG7 8JA",http://www.protocool.co.uk/,protocool.co.uk,0118 449 2007,ChIJSRCO58WhdkgRDHxWCdXoLJQ,4.9,140,"PALMER, Phillip John",16647241,0,1,50,1754377200,1,33,,ProtoCool Ltd,B,62,2026-08-09T13:24:40.039083+00:00,
215,6,CLIMATE CHANGE SERVICES LTD,HVAC engineers,,,"11 Linden Cl, Waltham Chase, Southampton, SO32 2TZ",http://www.climatechangeservices.co.uk/,climatechangeservices.co.uk,01489 422200,ChIJMUgXxndsdEgRgtXDfiEK4IA,5.0,118,"MALONE, Christopher Martin",12454564,0,1,51,1594623600,1,2,,Chris Malone,B,60,2026-08-09T13:24:40.038064+00:00,
232,6,Just The Right Temperature (Boilers2AC),HVAC engineers,,,,http://www.boilers2ac.co.uk/,boilers2ac.co.uk,0800 246 1154,ChIJAfvB2X8tdEgRaxhpxxGHGUQ,5.0,113,"MARSH, Darren Nigel",15295436,0,1,50,1621580400,1,12,,Boilers2Ac LTD,B,60,2026-08-09T13:24:40.039466+00:00,
210,6,"ClimateWorks - Residential & Commercial Air Conditioning, Refrigeration & Ventilation Systems",HVAC engineers,,,"11, Vickers House, Priestley Rd, Basingstoke RG24 9NP",https://climateworks.co.uk/,climateworks.co.uk,01256 442571,ChIJX13NLm_JYKgRr8Q4LIOt0RU,4.7,41,"HOARE, Anthony Scott",06136576,0,1,22,1754550000,1,46,,ClimateWorks UK Ltd,B,57,2026-08-09T13:24:40.036891+00:00,
220,6,Celsius Hire Ltd,HVAC engineers,,,"Woodside Rd, Eastleigh, SO50 4ET",https://www.celsiushire.com/?utm_source=Google+Business+&utm_medium=Organic+Search+&utm_campaign=GB+Organic+,celsiushire.com,0800 702 2161,ChIJ0_DP7-Gjc0gRQ2SFs1Xse_s,4.9,48,"CHARD, Lee",12763272,0,1,9,1776409200,1,100,,Celsius Hire Ltd,B,57,2026-08-09T13:24:40.038839+00:00,
225,6,Appian Heat Pumps,HVAC engineers,,,"12 Appian Wy, Chineham, Basingstoke, RG24 8BH",https://www.appianheatpumps.com/,appianheatpumps.com,07481 552059,ChIJkQk3HzN-bkYRg_56ZizMkJA,5.0,53,"DUNCAN, Emma",SC715267,0,1,11,1767340800,1,10,,Appian Heat Pumps,B,57,2026-08-09T13:24:40.039130+00:00,
