id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,fb_ads_active,fb_ads_creative_count,fb_ads_earliest_seen,google_ads_active,google_ads_creative_count,google_ads_days_active,google_ads_advertiser_name,priority,priority_score,created_at,top_pain_review
187,5,Perfect Smile Spa - Cosmetic dentist Essex,Cosmetic dentistry / implant clinics,,,"132A High St, Hornchurch, RM12 4UH",https://perfectsmilespa.com/,perfectsmilespa.com,01708 442114,ChIJ7Ypyixu72EcRXLw2blzzGHs,4.9,388,"DOYLE, Ashley Alexsandra",SC842739,0,1,1,,1,26,,PERFECT SMILE SPA LTD,B,65,2026-08-09T13:04:24.132396+00:00,
188,5,Tooth Club - Chelmsford,Cosmetic dentistry / implant clinics,,,"7 Exchange Way, Chelmsford, CM1 1XB",https://www.toothclub.co.uk/,toothclub.co.uk,0333 241 9130,ChIJI-fKBEjr2EcRQgzLpG6PWWE,5.0,219,"HENDERSON, Rebekah Marie",14342120,0,1,9,1761289200,1,100,,Tooth Club Group Ltd,B,65,2026-08-09T13:04:24.135031+00:00,
189,5,The Essex Smile Centre,Cosmetic dentistry / implant clinics,,,"35 High St, Rayleigh, SS6 7EW",https://www.essexdentist.co.uk/?utm_source=gmb&utm_medium=organic,essexdentist.co.uk,01268 742333,ChIJvxUFeHrb2EcR5ZrLoQsktaA,4.8,250,"KEANE, Declan",12505311,0,1,50,1752044400,1,61,,DDS Healthcare Limited,B,65,2026-08-09T13:04:24.135131+00:00,
192,5,Street Farm Dental Studio,Cosmetic dentistry / implant clinics,,,"West Rd, South Ockendon, RM15 6PL",https://www.essexcosmeticdentists.co.uk/?utm_source=gmb&utm_medium=organic,essexcosmeticdentists.co.uk,01708 853019,ChIJfUBtL-W52EcRbUaXEVXurAk,4.9,414,,OC380915,0,1,1,,1,11,,DENTAL SEARCH ENGINE MARKETING LIMITED,B,65,2026-08-09T13:04:24.135338+00:00,
198,5,Billericay Dental Care,Cosmetic dentistry / implant clinics,,,"Crown Yard, High St, Billericay, CM12 9BX",http://www.billericaydentalcare.co.uk/,billericaydentalcare.co.uk,01277 625456,ChIJJ3y5g-bA2EcREDOnlOTaKjw,4.7,581,"KHROUD, Anita",09250174,0,1,50,1754290800,1,16,,SNC ASSOCIATES LIMITED,B,65,2026-08-09T13:04:24.135834+00:00,
190,5,DentalKind,Cosmetic dentistry / implant clinics,,,"54-56 High St, Billericay, CM12 9BS",https://www.dentalkind.com/?utm_source=local&utm_medium=organic&utm_content=gmb,dentalkind.com,01277 500332,ChIJERiwO-TA2EcRQj_j273YlQ8,4.9,175,,,0,1,29,1705651200,1,29,,Sunil Chudasama,B,63,2026-08-09T13:04:24.135183+00:00,
191,5,The Dental Works Brentwood,Cosmetic dentistry / implant clinics,,,"93-95 Hutton Rd, Shenfield, Brentwood, CM15 8JE",https://www.dentalworksessex.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb,dentalworksessex.co.uk,01277 600111,ChIJdZEpKMG_2EcRwrm6SPR_Fsg,4.9,122,"BENNETT, Barrie",05579921,0,1,50,1752476400,1,33,,Big Grins Essex Ltd,B,61,2026-08-09T13:04:24.135268+00:00,
196,5,The Avenue Smile Clinic,Cosmetic dentistry / implant clinics,,,"12 The Avenue, Colchester, CO3 3PA",https://www.smileclinicgroup.com/the-avenue-smile-clinic/,smileclinicgroup.com,01206 577696,ChIJcTgd-4sE2UcRkh4xFQsb51g,4.8,110,"GARDEE, Jameel, Dr",SC357104,0,1,50,1754290800,1,3,,Harrow Smile Clinic Limited,B,60,2026-08-09T13:04:24.135728+00:00,
201,5,One & Only Dental,Cosmetic dentistry / implant clinics,,,"16 New Rd, Old Harlow, Harlow, CM17 0DU",https://www.oneandonlydental.co.uk/,oneandonlydental.co.uk,01279 427218,ChIJFwQjxsSb2EcRdzxeV0EfDrk,4.9,91,"KILARU, Venu",12757528,0,1,50,1616742000,1,17,,one and only dental Limited,B,59,2026-08-09T13:04:24.135961+00:00,
199,5,Sunny Smiles Dental and aesthetic practice,Cosmetic dentistry / implant clinics,,,"27 Hutton Rd, Shenfield, Brentwood, CM15 8JU",http://www.sunny-smiles.co.uk/,sunny-smiles.co.uk,01277 230122,ChIJSecm3-S-2EcRvDO2ZU8iYo8,4.9,71,"DEVED, Ashish, Dr",08323186,0,1,33,1754290800,1,2,,SUNEEL CHAGGER,B,58,2026-08-09T13:04:24.135891+00:00,
200,5,Sunny Smiles Dental and aesthetic practice,Cosmetic dentistry / implant clinics,,,"27 Hutton Rd, Shenfield, Brentwood, CM15 8JU",http://www.sunny-smiles.co.uk/,sunny-smiles.co.uk,01277 230122,ChIJSecm3-S-2EcRvDO2ZU8iYo8,4.9,71,"DEVED, Ashish, Dr",08323186,0,1,33,1754290800,1,2,,SUNEEL CHAGGER,B,58,2026-08-09T13:04:24.135932+00:00,
195,5,Smile HQ - Exceptional Dentistry,Cosmetic dentistry / implant clinics,,,"105 High St, Brentwood, CM14 4RR",http://smilehqs.com/,smilehqs.com,01277 503252,ChIJ8Sv-DNa_2EcRaM_y37QTXJ4,5.0,543,"ROWLAND, Gary Charles",12471280,0,1,4,1747638000,0,0,,,B,45,2026-08-09T13:04:24.135642+00:00,
197,5,Smile Dental Centre -Invisalign Basildon,Cosmetic dentistry / implant clinics,,,"438 Whitmore Way, Basildon, SS14 2EZ",http://www.smiledental-centre.com/,smiledental-centre.com,01268 520555,ChIJWzrOjR_E2EcR8qqdTMFagMc,4.9,607,,LP015346,0,1,15,1758524400,0,0,,,B,45,2026-08-09T13:04:24.135776+00:00,
202,5,The Smile Clinic,Cosmetic dentistry / implant clinics,,,"61 Mill Rd, Mile End, Colchester, CO4 5LE",http://www.thesmileclinic.uk.com/,thesmileclinic.uk.com,01206 851448,ChIJ_wVIYDgE2UcR6RpIrX_Q1jc,4.8,735,"PRASHAR, Rajeev",05531439,0,1,50,1696316400,0,0,,,B,45,2026-08-09T13:04:24.136014+00:00,
205,5,Brentwood Orthodontic & Implant Centre,Cosmetic dentistry / implant clinics,,,"38 Ingrave Rd, Brentwood, CM14 9PJ",http://www.orthodonticcentre.co.uk/,orthodonticcentre.co.uk,01277 848818,ChIJvVxMmZW-2EcR4KWKfq4tXZg,4.9,535,"SHAH, Nikhil",07548876,0,1,38,1760857200,0,0,,,B,45,2026-08-09T13:04:24.136164+00:00,
193,5,Start Smiling,Cosmetic dentistry / implant clinics,,,"5 Market Pl, Ingatestone, CM4 0BY",https://www.start-smiling.co.uk/,start-smiling.co.uk,01277 353456,ChIJYYNnyQjA2EcRbLn7BTdA1qw,5.0,145,"TANGRI, Mark",07248786,0,1,30,1748847600,0,0,,,B,42,2026-08-09T13:04:24.135484+00:00,
203,5,Advanced Dental Aesthetics,Cosmetic dentistry / implant clinics,,,"1 Drewsteignton, Shoeburyness, Southend-on-Sea, SS3 8BA",http://www.advanceddental.co.uk/,advanceddental.co.uk,01702 584000,ChIJmQ1-nJYn2UcRixDpgHJqRnc,4.8,132,"DANNHAUSER, Cornelius Andries Johannes",07244068,0,1,50,1743145200,0,0,,,B,41,2026-08-09T13:04:24.136057+00:00,
204,5,Town View Dental & Implant Clinic,Cosmetic dentistry / implant clinics,,,"25 Carnarvon Rd, Clacton-on-Sea, CO15 6QF",https://www.townviewdental.co.uk/?utm_source=googlemaps&utm_medium=organic&utm_campaign=primary,townviewdental.co.uk,01255 423299,ChIJ41B2Msxs2UcRBFektMFRkXc,4.9,139,"KHALIQ, Ihsan, Dr",08058803,0,1,50,1753167600,0,0,,,B,41,2026-08-09T13:04:24.136112+00:00,
194,5,Dental Wizards | Cosmetic Dentist in Witham,Cosmetic dentistry / implant clinics,,,"Lockram Ln, Witham, CM8 2BJ",https://www.dentalwizards.co.uk/?referrer=gbp,dentalwizards.co.uk,01376 513040,ChIJ97v6h1vk2EcR1B1TfKbp9eE,4.8,86,"COATES, Richard Ian, Dr",06210530,0,1,1,,0,0,,,B,39,2026-08-09T13:04:24.135551+00:00,
