id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,fb_ads_active,fb_ads_creative_count,fb_ads_earliest_seen,google_ads_active,google_ads_creative_count,google_ads_days_active,google_ads_advertiser_name,priority,priority_score,created_at,top_pain_review
116,3,Thermacool Services,HVAC engineers,,,"60 Buckingham Gate, London, SW1E 6AJ",http://www.thermacoolservices.co.uk/,thermacoolservices.co.uk,020 7738 8666,ChIJc6zUvd4EdkgRdYaJ-jWbsFY,4.7,46,,10808603,0,1,1,,1,58,,Heating and Air Conditioning Ltd.,A,82,2026-08-09T10:57:35.570454+00:00,"These guys were recommended by a friend but I won’t be using them due to extremely poor communication. I had a brief conversation with James, who said just let me know a week before first fix and we’l..."
109,3,The Air Conditioning Company,HVAC engineers,,,"Unit 2, Bittacy Business Centre, Bittacy Hill, Mill Hill East, London NW7 1BA",https://www.airconco.com/,airconco.com,020 8346 6000,ChIJk5jA6UgXdkgRBy6Dr7Oxm74,4.6,219,"SMITH, Sydney Thomas",16098869,0,1,50,1651474800,1,9,,Airconco (UK) Ltd,B,65,2026-08-09T10:57:35.569962+00:00,
120,3,Heat-Plex,HVAC engineers,,,"9 Webb's Rd, London, SW11 1XJ",http://www.heatplex.com/,heatplex.com,020 3621 8586,ChIJXTXfnL0PdkgRJgT-iaxA7-4,5.0,275,"JENNINGS, Joseph",11152687,0,1,50,1756191600,1,13,,Heat-Plex Limited,B,65,2026-08-09T10:57:35.570785+00:00,
126,3,London Heating Solutions Ltd,HVAC engineers,,,"348 Caledonian Rd, London, N1 1DU",http://www.londonheatingsolutions.co.uk/,londonheatingsolutions.co.uk,020 7607 7171,ChIJzYNmV2sbdkgRE4A_ZgjppV8,4.9,116,"SULLIVAN, Paul Gabriel",06491142,0,1,50,1755327600,0,0,,,B,65,2026-08-09T10:57:35.571090+00:00,"Following a service I noticed a leak from where a pipe is connected. I received a reply saying it was nothing to do with the recent service. I followed up with some clarifications and questions, to wh..."
127,3,Xpress Refrigeration,HVAC engineers,,,"124 City Rd, London, EC1V 2NX",https://xpressrefrigeration.com/,xpressrefrigeration.com,07776 395335,ChIJu10P5vlBbacR6x76EUrKOfI,4.8,281,"ISMAIL, Yusuf",12994632,0,1,1,1757142000,1,26,,Xpress Refrigeration Ltd,B,65,2026-08-09T10:57:35.571142+00:00,
130,3,Mayfair Plumbers,HVAC engineers,,,,https://www.mayfairplumbers.london/,mayfairplumbers.london,020 3633 1526,ChIJafd7cE4bdkgRZIGyQ9Qi-9Q,4.8,363,"MILLAR, Kristopher Marc",NI680303,0,1,19,1764748800,1,31,,Mayfair Plumbers LTD,B,65,2026-08-09T10:57:35.571347+00:00,
136,3,Quantum Electricians & Plumbers,HVAC engineers,,,"Niddry Lodge, 51 Holland St, London, W8 7JB",https://www.quantum-electrical.co.uk/,quantum-electrical.co.uk,020 8015 2495,ChIJp7G14G5sdkgRiUvpgY27qiw,4.7,276,"REKA, Jim",10704004,0,1,50,1751526000,1,19,,Quantum Electrical Services,B,65,2026-08-09T10:57:35.571699+00:00,
146,3,WPJ Heating,HVAC engineers,,,"Fieldhouse, 284b Battersea Park Rd, London, SW11 3BT",https://wpjheating.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp,wpjheating.co.uk,020 7350 2511,ChIJ_XELkQYFdkgRKhHFOD0SoF4,4.6,389,"HAWKSLEY, William Patric James",05725872,0,1,50,1752044400,1,6,,WPJ Services Ltd,B,65,2026-08-09T10:57:35.572340+00:00,
148,3,Alpha Building Services Engineering,HVAC engineers,,,"Abbey Rd, Canning Rd, London, E15 2QT",http://www.alphabse.co.uk/,alphabse.co.uk,020 8221 0321,ChIJxZWEffOn2EcRQ3LSF0VUuI0,4.9,592,"BUDU AGGREY, John Bossman",04355834,0,1,29,1759734000,1,19,,Alpha Building Services Engineering Ltd,B,65,2026-08-09T10:57:35.572485+00:00,
149,3,ECO Energy Services,HVAC engineers,,,"124 City Rd, London, EC1V 2NX",https://ecoenergyservices.co.uk/,ecoenergyservices.co.uk,020 4525 9721,ChIJBzggbcMddkgRehrxRiUiXCI,4.4,280,"OAKLEY, Christopher",11912943,0,1,50,1589871600,1,12,,Berks Insulation Limited,B,65,2026-08-09T10:57:35.572548+00:00,
