id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,fb_ads_active,fb_ads_creative_count,fb_ads_earliest_seen,google_ads_active,google_ads_creative_count,google_ads_days_active,google_ads_advertiser_name,priority,priority_score,created_at,top_pain_review
287,8,Easigrass Essex & Hertfordshire,landscaping companies,,,"Centre, Hunters Chase, Hutton, Brentwood CM13 1SN, UK",https://www.easigrassessex.com/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB,easigrassessex.com,01277 284395,ChIJw-R10BG82EcRQtGYcRi1zNY,5.0,122,,OC390115,0,1,50,1753858800,1,19,,Green Grass Essex Limited,B,61,2026-08-11T20:56:51.631780+00:00,
290,8,S.M. Contractors (Essex) Ltd,landscaping companies,,,"The, Broadfields Nursery, Broad Rd, Bocking, Braintree CM7 5NJ, UK",http://www.sm-contractors.co.uk/,sm-contractors.co.uk,01376 388648,ChIJ86GKg2nw2EcRS19ri9AGDIg,4.9,88,"MCGINLEY, Sean",08324411,0,1,50,1753772400,1,74,,SM Contractors (Essex) ltd,B,59,2026-08-11T20:56:51.632061+00:00,
276,8,Essex Gardening Services - Gardener Grass Cutting Hedge Cutting Shrub Cutting Garden Clearance Garden Tidy Ride on Mower,landscaping companies,,,"30 Charlbury Cres, Romford RM3 8YR, UK",http://www.essexgardeningservices.co.uk/,essexgardeningservices.co.uk,07877 851198,ChIJ7R_69qG82EcRUh_dAT6EARQ,4.8,57,"MCSWEENEY, Daniel",08406489,0,1,1,,1,2,,Essex Gardening Services,B,57,2026-08-11T20:56:51.630717+00:00,
273,8,"Beaulieu Landscapes - Garden Design, Landscaping & Maintenance",landscaping companies,,,"Beaulieu Park, Chelmsford CM1 6EF, UK",http://www.beaulieulandscapes.com/,beaulieulandscapes.com,0800 917 6397,ChIJqU1ffN7p2EcR_huB-iQm-KM,5.0,24,"CHANDAR, Mathew, Dr",12809743,0,1,50,1747292400,1,1,,Beaulieu Landscapes Ltd,B,56,2026-08-11T20:56:51.630373+00:00,
295,8,London And Essex Fencing | Fencing | Landscaping,landscaping companies,,,"84 Dovedale Ave, London IG5 0QF, UK",http://www.londonandessexfencing.co.uk/,londonandessexfencing.co.uk,07983 801818,ChIJ3Xq9LgCn2EcRE-6TluUna3E,4.9,348,"INNES, Charlie James",16658791,0,1,50,1757228400,0,0,,,B,45,2026-08-11T20:56:51.632493+00:00,
288,8,C Bailey & Sons,landscaping companies,,,"43 Loftin Way, Great Baddow, Chelmsford CM2 9TP, UK",http://www.cbaileyandsons.com/,cbaileyandsons.com,01245 822723,ChIJBdrHmoPp2EcRQ3mOfotElOU,4.9,136,"BAILEY, Patrick Michael",11273382,0,1,50,1754982000,0,0,,,B,41,2026-08-11T20:56:51.631901+00:00,
272,8,ESSEX LANDSCAPING AND PAVING LTD,landscaping companies,,,"97 Roseberry Ave, South Benfleet, Benfleet SS7 4JF, UK",https://www.essexlandscapingandpaving.com/,essexlandscapingandpaving.com,07944 663166,ChIJU-BzENywmwwRMHN8a1Srwvo,5.0,106,"COLLINS, John",16065315,0,1,50,1751871600,0,0,,,B,40,2026-08-11T20:56:51.630245+00:00,
271,8,IDEAL LANDSCAPES LTD,landscaping companies,,,"Henley lodge, Durley Ave, Wickford SS12 0JQ, UK",http://ideal-landscapes.co.uk/,ideal-landscapes.co.uk,07446 887046,ChIJoXa-8KbD2EcRv3aHT0QVLtw,5.0,81,"RICHARDSON, Neil",04676900,0,1,50,1747119600,0,0,,,B,39,2026-08-11T20:56:51.630113+00:00,
277,8,Advanced Building and Landscaping,landscaping companies,,,"14 Kingsley Meadows, Wickford SS12 9FN, UK",https://advancedbuildingandlandscaping.co.uk/,advancedbuildingandlandscaping.co.uk,07453 273509,ChIJR0IJ3YHD2EcReevN_A5Z3GY,5.0,84,"NORRINGTON, Michael",10874428,0,1,30,1754550000,0,0,,,B,39,2026-08-11T20:56:51.630865+00:00,
289,8,RS Resin & Paving⭐⭐⭐⭐⭐ | Resin Driveways Essex | Block Paving Essex | Tarmac Driveways Essex | Patios & Landscaping Essex,landscaping companies,,,"Paddock Farm, Spring Ln, Hatfield Peverel, Chelmsford CM3 2JW, UK",https://rsresinandpaving.co.uk/,rsresinandpaving.co.uk,01245 850149,ChIJQ2tLtbDl2EcRw5EKsQJfB7Q,5.0,77,"PARRISH, Joseph",13901407,0,1,16,1770278400,0,0,,,B,38,2026-08-11T20:56:51.631978+00:00,
